Date,BBAS3,BBSE3,CAML3,CXSE3,EGIE3,FESA4,FLRY3,ITSA4,LEVE3,MGLU3,ODPV3,OIBR3,STBP3,TAEE11,TUPY3,WIZC3
2019-07-31,24.610000610351562,32.45000076293945,7.389999866485596,,48.27000045776367,5.637499809265137,21.999900817871094,10.239110946655273,24.263051986694336,77.08233642578125,15.909090042114258,156.0,5.28000020980835,27.81999969482422,19.209999084472656,11.899999618530273
2019-08-01,24.375,32.18000030517578,7.130000114440918,,48.099998474121094,5.647500038146973,22.386526107788086,10.304798126220703,24.272903442382812,80.81777954101562,15.909090042114258,152.0,5.449999809265137,28.309999465942383,18.559999465942383,11.390000343322754
2019-08-02,24.3799991607666,32.400001525878906,7.289999961853027,,48.33000183105469,5.577499866485596,22.131919860839844,10.230899810791016,24.23349952697754,82.87841796875,15.190909385681152,155.0,5.75,28.299999237060547,18.459999084472656,11.350000381469727
2019-08-05,23.924999237060547,31.59000015258789,7.199999809265137,,47.400001525878906,5.537499904632568,21.7641544342041,10.066679954528809,24.144840240478516,80.67163848876953,14.600000381469727,153.0,5.690000057220459,28.010000228881836,18.6299991607666,11.329999923706055
2019-08-06,24.25,32.36000061035156,7.090000152587891,,48.5,5.59250020980835,21.8773136138916,10.395118713378906,24.381263732910156,85.58208465576172,15.0,153.0,5.889999866485596,28.790000915527344,18.579999923706055,11.359999656677246
2019-08-07,24.225000381469727,33.02000045776367,7.03000020980835,,47.400001525878906,5.625,21.7264347076416,10.666082382202148,24.430519104003906,84.90397644042969,14.809089660644531,158.0,5.909999847412109,28.690000534057617,18.559999465942383,11.350000381469727
2019-08-08,24.399999618530273,34.439998626708984,7.099999904632568,,47.5,5.757500171661377,22.06591033935547,10.772825241088867,25.139793395996094,86.84477233886719,14.745453834533691,158.0,6.039999961853027,28.899999618530273,18.469999313354492,11.800000190734863
2019-08-09,24.325000762939453,35.45000076293945,7.119999885559082,,47.86000061035156,5.662499904632568,22.131919860839844,10.723559379577637,25.26785659790039,88.3412857055664,14.936363220214844,154.0,6.059999942779541,28.25,18.75,12.1899995803833
2019-08-12,23.5,33.70000076293945,7.260000228881836,,47.20000076293945,5.650000095367432,22.16020965576172,10.345852851867676,25.474727630615234,85.16118621826172,14.609089851379395,150.0,6.059999942779541,28.290000915527344,18.360000610351562,12.119999885559082
2019-08-13,23.774999618530273,34.06999969482422,7.28000020980835,,47.900001525878906,5.75,22.631702423095703,10.60860538482666,24.824560165405273,88.50496673583984,14.818181037902832,148.0,6.099999904632568,28.780000686645508,18.649999618530273,11.850000381469727
2019-08-14,22.94499969482422,33.34000015258789,6.949999809265137,,46.16999816894531,5.659999847412109,22.169639587402344,10.46901798248291,24.194095611572266,86.4004898071289,14.818181037902832,145.0,6.079999923706055,28.06999969482422,18.190000534057617,12.010000228881836
2019-08-15,22.924999237060547,33.099998474121094,6.619999885559082,,45.349998474121094,5.082499980926514,21.41524887084961,10.510072708129883,23.514375686645508,84.90397644042969,14.545454025268555,119.0,6.0,27.600000381469727,17.770000457763672,11.630000114440918
2019-08-16,22.864999771118164,33.2400016784668,6.679999828338623,,45.150001525878906,4.869999885559082,22.19792938232422,10.271953582763672,23.346908569335938,87.82685852050781,14.727272033691406,109.0,6.050000190734863,27.600000381469727,17.719999313354492,11.699999809265137
2019-08-19,22.415000915527344,33.150001525878906,6.599999904632568,,45.150001525878906,4.724999904632568,21.8773136138916,10.091313362121582,23.396163940429688,88.45820617675781,14.909090042114258,100.0,6.269999980926514,27.3799991607666,17.31999969482422,11.529999732971191
2019-08-20,22.395000457763672,33.08000183105469,6.579999923706055,,44.310001373291016,4.697500228881836,22.35823631286621,9.935303688049316,23.14003562927246,85.41840362548828,14.954545021057129,73.0,6.179999828338623,27.0,17.229999542236328,11.75
2019-08-21,23.674999237060547,33.290000915527344,6.760000228881836,,44.56999969482422,4.727499961853027,22.829729080200195,10.05846881866455,23.484821319580078,85.44178771972656,15.372727394104004,77.0,6.179999828338623,27.530000686645508,17.350000381469727,11.619999885559082
2019-08-22,23.325000762939453,32.599998474121094,6.659999847412109,,44.0099983215332,4.650000095367432,23.12205696105957,9.894248962402344,23.248397827148438,80.5079574584961,15.600000381469727,83.0,6.179999828338623,27.670000076293945,17.1200008392334,11.600000381469727
2019-08-23,22.475000381469727,32.189998626708984,6.539999961853027,,43.72999954223633,4.537499904632568,22.659992218017578,9.754661560058594,23.149887084960938,78.98805236816406,15.399999618530273,80.0,6.159999847412109,27.239999771118164,16.799999237060547,11.5
2019-08-26,22.3700008392334,31.8799991607666,6.409999847412109,,43.029998779296875,4.340000152587891,22.094200134277344,9.713606834411621,22.65733528137207,78.80098724365234,15.363636016845703,74.0,6.079999923706055,26.84000015258789,16.700000762939453,11.260000228881836
2019-08-27,22.190000534057617,32.099998474121094,6.369999885559082,,42.970001220703125,4.400000095367432,22.00933074951172,9.86961555480957,22.864208221435547,79.9935302734375,15.13636302947998,76.0,6.099999904632568,27.329999923706055,17.06999969482422,11.399999618530273
2019-08-28,22.0049991607666,32.5099983215332,6.400000095367432,,43.45000076293945,4.487500190734863,21.981040954589844,10.017414093017578,22.509571075439453,81.63034057617188,15.13636302947998,82.0,6.099999904632568,27.40999984741211,17.079999923706055,11.100000381469727
2019-08-29,22.540000915527344,32.880001068115234,6.53000020980835,,44.02000045776367,4.599999904632568,22.707141876220703,10.066679954528809,22.95286750793457,87.1253662109375,15.309089660644531,98.0,6.409999847412109,27.739999771118164,17.219999313354492,11.15999984741211
2019-08-30,23.1200008392334,32.66999816894531,6.590000152587891,,44.97999954223633,4.412499904632568,22.631702423095703,10.091313362121582,23.327205657958984,84.85720825195312,15.472726821899414,119.0,6.78000020980835,28.100000381469727,17.639999389648438,11.970000267028809
